'3475822000117;BLUE OCEAN CONFECCOES LTDA;comercial@flexcap.com.br
'8313402000158;BOUTON ART DE CAMA E BANHO LTDA;sheila@bouton.com.br
'84229889000173;BRANDILI TEXTIL LTDA;franciele.crb@brandili.com.br
'28587707000165;BRAZILINE INDUSTRIA E COMERCIO LTDA;aline.medeiros@brline.com.br
'28053601000181;BRITO E CIA LTDA;"clientesespeciais@pimpolho.com.br;cibele.melo@pimpolho.com.br"
'86047198000184;BUDDEMEYER SA;rogerio.regis5@gmail.com
'66320615000294;CALCADOS ADDAN LTDA;devolucao@addan.com.br
'90445206000541;CALCADOS BEBECE LTDA;"rcanabarro@calcadosbebece.onmicrosoft.com;devolucao@bebece.com.br"
'90445206000118;CALCADOS BEBECE LTDA;"rcanabarro@calcadosbebece.onmicrosoft.com;devolucao@bebece.com.br"
'88379771003289;CALCADOS BEIRA RIO S/A;ent_spc@beirario.com.br
'88379771003017;CALCADOS BEIRA RIO S/A;ent_spc@beirario.com.br
'88379771003602;CALCADOS BEIRA RIO S/A;ent_spc@beirario.com.br
'88379771001588;CALCADOS BEIRA RIO S/A;ent_spc@beirario.com.br
'88379771000425;CALCADOS BEIRA RIO S/A;ent_spc@beirario.com.br
'88379771000263;CALCADOS BEIRA RIO S/A;ent_spc@beirario.com.br
'88379771001669;CALCADOS BEIRA RIO S/A;ent_spc@beirario.com.br
'88379771003955;CALCADOS BEIRA RIO S/A;ent_spc@beirario.com.br
'88379771000697;CALCADOS BEIRA RIO S/A;ent_spc@beirario.com.br
'97748958000105;CALCADOS BIBI LTDA;laboratorio@bibi.com.br
'97748958003031;CALCADOS BIBI LTDA;laboratorio@bibi.com.br
'90312133000196;CALCADOS BOTTERO LTDA;devolucao@bottero.net
'442338000101;CALCADOS DYAN LTDA ME;fiscal@danguinho.com.br
'53577383001608;CALCADOS FERRACINI LTDA;"	analise1@ferracini.com.br"
'53577383000121;CALCADOS FERRACINI LTDA;"	analise1@ferracini.com.br"
'89615116000149;CALCADOS KARYBY LTDA;devolucao@karyby.com.br
'88887021000111;CALCADOS MARTE LTDA;"Lia.kil@viamarte.com.br;lucas@viamarte.com.br"
'6269953000136;CALCADOS PEGADA NORDESTE LTDA;logistica.reversa@pegada.com.br
'6269953000802;CALCADOS PEGADA NORDESTE LTDA;logistica.reversa@pegada.com.br
'6174129000364;CALCADOS PERES LTDA;"calcadosperes-faturamento@tca.com.br;calcadosperes-pcp@tca.com.br"
'88104328001685;CALCADOS RAMARIM LTDA;ronaldo.marques@confortoemoda.com.br
'88104328001502;CALCADOS RAMARIM LTDA;camila.araujo@caeme.com.br
'87366746000100;CALCADOS SANDRA LTDA;grazi@sandra.com.br
'3776789000165;CALCADOS WINI PEG LTDA EPP;winipegpedidos@hotmail.com
'9454066000126;CALCADOS ZAGGA IND E COM CALCADOS LTDA;faturamento@zagga.com.br
'10289232000165;CATIVA MS TEXTIL LTDA;nathan.schuldt@cativa.com.br
'80959513000163;CATIVA TEXTIL INDUSTRIA E COMERCIO LTDA;"alessandra.kruger@cativa.com.br;nathan.schuldt@cativa.com.br"
'32662324000262;CAVALERA COMERCIO E CONFECCOES LTDA;faturamento@pdf.ind.br
'819123000159;CAVALERA COMERCIO E CONFECCOES LTDA;faturamento@pdf.ind.br
'12927088000170;CIA DO JEANS IND COM E IMPORTACAO L;pedidos@vilejack.com.br
'9611669000518;CIDADE MARAVILHOSA IND E COM DE ROU;"camila.rezende@mariafilo.com.br;patricia.brandao@somagrupo.com.br"
'81019895000108;CM INDUSTRIA DE CALCADOS LTDA;indenizacao@calcadoscamminare.com.br
'19905295000173;COLISEU PRESENTES LTDA;"carla.moreira@rojemac.com.br;fernanda.predella@rojemac.com.br;larissa.oliveira@rojemac.com.br"
'4411431000100;COMERCIAL ASTE DE IMPORTACAO LTDA;quali.sac@asteserv.com.br
'4411431000525;COMERCIAL ASTE DE IMPORTACAO LTDA ;quali.sac@asteserv.com.br
'79426003000141;COMERCIO E CONFECCOES STATTON LTDA;comercial@mcafashion.com
'84683887000230;COMPANHIA FABRIL LEPPER ;carmen@lepper.com.br
'4273385000464;CONFECCOES ALTA MODA LTDA;faturamento@biotipo.com.br
'3778961000110;CONFECCOES ANDRITEX LTDA EPP;comercial@andritex.com.br
'7893032000102;CONFECCOES DE ROUPAS GLOBAL CO EIRE;amanda.jesus@globalco.com.br
'43270628000209;CONFECCOES KACYUMARA LTDA;"smartins@kacyumara.com.br;tsouza@kacyumara.com.br"
'2675611000750;COOPERSHOES COOP CALC COMP J LTDA;paulo.braun@coopershoes.com.br
'2675611000165;COOPERSHOES COOP CALC COMP J LTDA;paulo.braun@coopershoes.com.br
'2944599000147;COSTA RICA MALHAS E CONFECCOES LTDA;adm3@costaricamalhas.com.br
'7663140000431;COTEMINAS S A; andre.domingos@coteminas.com.br
'7663140000270;COTEMINAS S A;andre.domingos@coteminas.com.br
'7663140000865;COTEMINAS S A;andre.domingos@coteminas.com.br
'5603266000142;COTTON SHOES INDUSTRIA DE CALCADOS LTDA;faturamento@cottonshoes.com.br 
'25147612000132;CRIACOES J GIL LTDA;devolucao@minipe.com.br
'71368682000138;CROMIC IND COMERCIO DE CALCADOS LTDA;cromic@cromic.com
'5559628000145;D PAULA IND E CO DE CALCADOS LTDA;planejamento@viapaula.com.br
'465813000319;DAKOTA NORDESTE S/A;marcelo@proencarep.com.br
'465813000157;DAKOTA NORDESTE S/A;marcelo@proencarep.com.br
'465813000580;DAKOTA NORDESTE S/A;marcelo@proencarep.com.br
'52241635002128;DEMOCRATA CALC E ART COURO LTDA;devolucao@democrata.com.br
'8229030000186;DEVANLAY VENTURES DO BRASIL COM IMP EXP;jbocaiuva@lacoste.com
'7206994000146;DEZALI INDUSTRIA E COME DO VESTUARI;"faturamento@dezali.com.br;atendimento@dezali.com.br"
'7829401000106;DILADY IND DE CONFECCOES LTDA;fabiola@dilady.com.br
'15836348000190;DILLY NORDESTE IND DE CALÇADOS LTD;alexsandro.santos@dillysports.com.br
'94806957000173;DOK CALCADOS DO SERGIPE LTDA;talita@dokcalcados.com.br
'8449435000120;DORTE DISTRIBUIDORA IMPO E EXPO LTDA;qualidade@dorte.com.br
'14012554001004;DRESS TO CLOTHING BOUTIQUE LTDA;karina.braganca@dressto.com.br
'12588145000134;DW IND E COM DE CALÇADOS LTDA;pedidospcp@slinkkids.com.br
'12225498000170;EDUARD LEATHER DESIGNER DE ACESSORIOS;eliane@falkcouros.com.br
'3825633000399;EIXO CONFECCOES LTDA;"janaina.m@eixobr.com;fabiola.b@eixobr.com;cristiane.s@eixobr.com;gilvanete.ss@eixobr.com"
'82698085000198;ELIAN INDUSTRIA TEXTIL LTDA;jaqueline.f@elian.com.br
'359400000198;ENDURO IND COM DE CALCADOS LTDA;xml@naramartins.com.br
'4326544000107;EVEREST OPTICAL DISTR PROD OTICOS;"jack@grupobrands.com.br;jack@grupobrands.com.br"
'5703035000100;FEGAN IND COM DE CALCADOS LTDA;comercial@fegan.com.br
'21364535000111;FICA FRIO CRIACAO DE ART EM COURO EIRELI;faturamento@ficafrio.ind.br
'41923935000127;FILA BRASIL LTDA;"recebimento.ivi@grupodass.com.br;bernardo.ehrenbrink@grupodass.com.br;"
'30535975002390;FILO S A;"rodrigoa@rosset.com.br;liziene@rosset.com.br;jessical@valisere.com.br"
'30535975000185;FILO S A;"liziene@rosset.com.br;dualesp@terra.com.br;jessical@valisere.com.br"
'9163299000170;FLOR DA MATA IND E COM DE CONFEC EI;comercial2@bonellibones.com.br
'7114786000117;FLUT CONFECCOES EIRELI;sergio.rocha@nacionalcompany.com.br
'6993077000358;FLUXO CONFECCAO LTDA;jaqueline.silva@fushida.com.br
'11484070000189;FLY WALK IND DE CALCADOS EIRELI ME;faturamento@passoleve.com.br
'31794913000150;FM EMPORIO INDUST E COM DE LINGE EI;leonardo.pan@elegance.com.br
'13904551000121;FORT BONES LTDA ME;fortbones1@gmail.com
'10350914000306;FORT BONES LTDA ME;fortbones1@gmail.com
'11011468000106;G5 PRINT EIRELI;devolucoes@g5design.net.br
'4560896000114;GES CONFECCOES COM E SERV DE SERIGR;sac@rsfa.com.br
'20112081000129;GMA - MODA APELO EIRELI;helio@gmamoda.com.br
'89850341001484;GRENDENE S A;melissasp.adm3@trendymail.com.br
'89850341000160;GRENDENE S A;melissasp.adm3@trendymail.com.br 
'89850341001646;GRENDENE S A;"	camila@otmarepres.com.br"
'30924882000142;GRUPO ECOA COMERCIO DE PRODUTOS SA;rebeka.rocha@grupoecoa.com
'17809524000392;GUESS BRASIL COMERCIO E DISTRIB. S/A;"mariza.serta@guess-br.com.br;anna.silva@guess-br.com.br;manuela.santos@guess-br.com.br"
'89238711000102;H KUNTZLER INDUSTRIA DE CALCADOS LTDA;"posvendas@bischoff.group;luana.revisao@kuntzler.com.br;catia@kuntzler.com.br"
'3007414000130;HOPE DO NORDESTE LTDA;"renata.meneses@hopelingerie.com.br;dilene.lopes@hopelingerie.com.br;bruna.cristina@hopelingerie.com.br"
'27511829000105;HOUSE 36 PRESENTES LTDA;tatiane.ferreira@house36.com.br
'9054385022202;INBRANDS S A;daniela.santos@inbrands.com.br
'9054385005707;INBRANDS S A;daniela.santos@inbrands.com.br
'4738157000170;IND COM E REPRESENTACOES LEJON LTDA;devolucoeslejon@gmail.com
'7151786000197;IND DE CALCADOS LACERDA ANDRADE LTDA;"indenizacao@box200.com.br; vendas2@box200.com.br"
'85275386000105;IND E COM DE CALC VIASCARPA LTDA;indenizacao@viascarpa.com.br
'12485237000199;IND E COM DE CALCADOS IMPACTO LTDA ME;impacto.calcados@hotmail.com
'463035000248;IND E COM DE CALCADOS S SANTOS EIRE;biancaa.santamaria@gmail.com
'463035000167;IND E COM DE CALCADOS S. SANTOS LTDA;biancaa.santamaria@gmail.com
'79653119000113;IND E COM DE CONF LA MODA LTDA;"kemily.bernarda@lamoda.com.br; jaqueline.agnes@lamoda.com.br"
'49503790000117;IND TEXTIL BETILHA LTDA;sac@textilbetilha.com.br
'31986429000123;INDEPENDENCIA CONFECCOES LTDA;marcos@oivallen.com.br
'164925000178;INDUSTRIA COM CONFEC DI MIRMAY LTDA;jean.bernardi@dimyoficial.com
'78658846000100;INDUSTRIA COM DE CALCADOS ALA LTDA;sac@calcadosala.com.br
'18371815000142;INDUSTRIA DE CALC RECORD LTDA;indenizacoes@tenisrecord.com.br
'42807651000138;INDUSTRIA DE CALCADOS BLITTZ LTDA;faturamento@blittz.com.br
'14978821000101;INDUSTRIA DE CALCADOS GDP LTDA;pedidosolimpak@gmail.com
'7836977000273;INDUSTRIA DE CALCADOS GONCALVES LTDA;"qualidade.matriz@calcadosgoncalves.com.br;qualidade.calcadosgoncalves@gmail.com"
'7836977000354;INDUSTRIA DE CALCADOS GONCALVES LTDA;"qualidade.matriz@calcadosgoncalves.com.br;qualidade.calcadosgoncalves@gmail.com"
'5891905000112;INDUSTRIA DE CALCADOS KRISLE LTDA;juliana@krisle.com.br
'16779712000190;INDUSTRIA DE CALCADOS PLUMA LTDA;nfe@stir.com.br
'9133506000143;INDUSTRIA DE CALCADOS SAMUEL LTDA;vendas_fat@sandili.com.br
'20191980000164;INDUSTRIA DE CALCADOS SPATIARI LTDA;"pedidos@spatiari.com.br;vendas@spatiari.com.br"
'18524074000192;INDUSTRIA DE CALCADOS THAIS LTDA;controle@redak.com.br
'91938712001345;INDUSTRIA DE CALCADOS WEST COAST LTDA;Luiz.Passos@grupopriority.com
'68752351000192;INDUSTRIA DE CALCADOS WIRTH LTDA;suelen@wirth.com.br
'79653119000970;INDUSTRIA E COM E CONFE LA MODA LTDA;"kemily.bernarda@lamoda.com.br; jaqueline.agnes@lamoda.com.br"
'85174910000143;INDUSTRIA TEXTIL PORTO FRANCO LTDA;saac@toalhasatlantica.com.br
'22777989000268;INFINITY FASHION COM DISTRIBUIDORA LTDA;sac@infinityfashion.com.br
'11452451000348;INOVARE IMPORTACAO E COMERCIO LTDA;jaqueline.silva@fushida.com.br
'1933349000149;ITABUNA TEXTIL SA; marian.santos@trifil.com.br
'7091851000136;J.C.POLONIO - ME;avjane@hotmail.com
'14579997000190;JCM IND COMERCIO DE CONFECCOES LTDA;"hangloose.linhapraia@hotmail.com;vanessacampos120@gmail.com"
'2424669000136;JODS CONFECCOES LTDA;fiscal@jods.com.br
'7424099000106;JOEY IND E COM DE CALCADOS LTDA;ana.freitas@tiptoeyjoey.com
'2745351000319;JR ADAMVER IND E COM DE PROD OTICOS;mica@mormaiisp.com.br
'1432924000120;JULE BIRIGUI INDUSTRIA E COMERCIO LTDA;julecalcados@gmail.com
'3089799000122;K/E LTDA;"ahmad@ke.com.br;qualidade@ke.com.br
"
'3089799000475;K/E LTDA;ahmad@ke.com.br
'85359412000175;KALISKA TEXTIL LTDA;pedidos@kaliska.com.br
'82155870000102;KAMYLUS MALHAS LTDA;posvendas@kamylus.com.br
'82640558000104;KARSTEN S A;crc@karsten.com.br
'7019231000358;KENERSON IND E COM DE PROD OPTICOS;"salomao@goeyewear.com.br;dumont.vendas@gmail.com;mariana.minjoro@dafiti.com.br"
'96261607000102;KIDY BIRIGUI CALC IND E COM LTDA;pendencias@kidy.com.br
'52717659001210;KLIN PRODUTOS INFANTIS LTDA;"devolucao@klin.com.br;indenizacao@klin.com.br"
'51085884000165;KLIN PRODUTOS INFANTIS LTDA;"devolucao@klin.com.br;indenizacao@klin.com.br"
'78855830000198;KYLY INDUSTRIA TEXTIL LTDA;"qualidade@kyly.com.br;thaise@grupokyly.com.br"
'3892308000187;L S B INDUSTRIA DE CONFECCOES LTDA;kristianecunha@lovesecret.com.br
'2083033000178;LAROMA CALCADOS EIRELI;laroma.contasapagar@hotmail.com
'5108435000178;LIVE ROUPAS ESPORTIVAS LTDA;gabriela.vendas@liveoficial.com.br
'97519017000272;LOTUS COM IMP EXP DE ARTIGOS VEST L;financeiro@lotusltda.com.br
'11176703000191;LUELUA CALCADOS EIRELI EPP;contato.luelua@gmail.com
'25915190000106;LUIZA BARCELOS CALCADOS S A;"gabrielle.laguna@luizabarcelos.com.br;nicolli.almeida@luizabarcelos.com.br"
'25915190000289;LUIZA BARCELOS CALCADOS S A;"gabrielle.laguna@luizabarcelos.com.br;nicolli.almeida@luizabarcelos.com.br"
'75552133000170;LUNELLI COMERCIO DO VESTUARIO LTDA;mariana.s@lunelli.com.br
'75552133000927;LUNELLI COMERCIO DO VESTUARIO LTDA;mariana.s@lunelli.com.br
'75552133002385;LUNELLI COMERCIO DO VESTUARIO LTDA;mariana.s@lunelli.com.br
'10220089000155;LUNELLI TEXTIL NORDESTE LTDA;mariana.s@lunelli.com.br
'43948405000169;LUPO S/A;simone.soares@lupo.com.br
'4692027001034;LUXOTTICA BR PROD OTICOS ESPORT LTDA;atendimento.especializado@br.luxottica.com
'63715510000165;MAGNUM INDUSTRIA DA AMAZONIA S A;"isaias.cavalcanti@magnumgroup.com.br;luis.magnusson@magnumgroup.com.br;frank.menezes@magnumgroup.com.br"
'14136671000199;MALLEI CALCADOS LTDA;sac@mallei.com.br
'84429737000114;MALWEE MALHAS LTDA;jessica.cornelsen@malwee.com.br
'23593619000152;MANUFATURA DE COUROS SOLANGE LTDA;indenizacao@nesk.com.br
'5688367000163;MARGARETE APARECIDA DE MORAIS ANDRADE;andarleve@hotmail.com
'81000580000119;MARLAN MALHAS LTDA;vendas04@marlan.com.br
'3125730000379;MASH INDUSTRIA E COMERCIO LTDA;"patricia.motta@mash.com.br;jonas.viana@mash.com.br"
'3125730000107;MASH INDUSTRIA E COMERCIO LTDA;"patricia.motta@mash.com.br;jonas.viana@mash.com.br"
'6911348000117;MASSEY CALCADOS LTDA;fabiano@tenismassey.com.br
'10447922000367;MAXLOG IMPORTACAO E EXPORTACAO LTDA;"clery.topal@luxcel.com.br;atendimento@luxcel.com.br"
'7241148000167;META INDUSTRIA DE CALCADOS LTDA;arpa@olliecalcados.com.br
'25306175000152;MINAS BAHIA IND E COM DE CALCADOS LTDA;fiscal@minasbahia.com
'9323849000170;MOLEKADA IND E COM DE CONFEC LTDA;comercial@molekada.com.br
'683095000195;MOLINARI E MOLINARI TRICOT LTDA;edisonmolinari@gmail.com
'7000571000175;MOMENTUS IND COM DO VEST LTDA;blessed.rep@hotmail.com
'27351346000190;MONTEGO BAY COMERCIO E IMPORTACAO;priscila.fabiano@montegobayimp.com.br
'2890528000109;MX72 MANUFATURA DA MODA LTDA;faturamento@mx72.com.br
'11098433000733;NB BRASIL COMERCIO DE CALCADOS LTDA;"aliete@nbbrasil.com.br;renan.carmo@nbbrasil.com.br"
'11909814000402;NEORUBBER INDUSTRIA SANDALIAS LTDA;patricia.diel@sugarshoes.com.br
'10526857000446;NEW AMAZON CONFECCAO E COMERCIO LTDA;consertos@carmim.com.br
'5505886000149;NEWCOMFORT IND E COM DE CALCADOS LTDA;sac@newcomfort.com.br
'6019232000178;NINNA ROSA CALCADOS EIRELI;carol@mcvl.com.br
'59639278000156;NIVEL IND E COM DE CONFECCOES LTDA;ines@aleatory.com.br
'8657254000199;NUTRI TOY ARTEFATOS DE COURO E REPR;raquel@lanashoes.com.br
'5705476000141;ODYMALHAS CONFECCOES LTDA - EPP;Atendimento@odymalhas.com.br
'63960181000118;OPETRA IND E COM DE TRAVESSEIROS LT;"fatima.oliveira@duoflex.com.br;sdsousa07@gmail.com;samuel.sousa@globo.com
"
'5830195000110;ORIENT RELOGIOS DA AMAZONIA LTDA;juraildes.barbosa@orientnet.com.br
'19447763000294;PAMPAS BRASILEIRO COMERCIAL LTDA;jaqueline.silva@fushida.com.br
'56794084000641;PAMPILI PRODUTOS PARA MENINAS LTDA;"devolucao@pampili.com.br;suelen@pampili.com.br"
'2742723000191;PAXA CONFECCOES LTDA;"cris.filippe@paxa.ind.br;teodoro.junior@paxa.ind.br"
'55541130000123;PE COM PE CALCADOS LTDA;josilene@pecompe.com.br 
'11099961000111;PEQUITO IND COMERCIO DE CALCADOS LTDA;vendas@pequito.com.br
'8254654000153;PETERSON DE CASTRO GONCALVES EIRELI;petersongoncalves10@yahoo.com.br
'10912561000110;PIMPOLHO PRODUTOS INFANTIS LTDA;atendimento@pimpolho.com.br
'9563686000101;PITCHOS IND COMERCIO DE CALCADOS LTDA;jaqueline@pitchos.com.br
'12154102000140;PLANET GIRLS COMERCIO DE ROUPAS LTDA;juliana.teodoro@planetgirls.com.br
'166672000171;POLI CONFECCOES EIRELI;"faturamento@vistazerograu.com.br;dede@vistazerograu.com.br"
'11774839000101;POLO WEAR COMERCIO DE CONF LTDA;fabiana.silva@polowear.com.br
'10970609000147;R.A.C. CONFECCOES LTDA;expedicao@racconfeccoes.com.br
'11211009000168;RAGABESH IND E COM DE CONFECCOES EIRELI;comercial.billy@ragabesh.com.br
'4883790000585;RC BRAZIL LTDA;rafael.lopes@ripcurl.com
'7405506000120;REDEPLAST INDUSTRIA DE CALCADOS LTDA;"sac@redeplastrs.com.br;luciana.algayer@redeplastrs.com.br;djully.lopes@redeplastrs.com.br;maria.eduarda@redeplastrs.com.br"
'7357113000198;RHP INDUSTRIA E COMERCIO LTDA;"faturamento@fofiori.com;pcp@fofiori.com; DEVOLUCOES@FOFIORI.COM"
'7311642000150;RICCAL IND E COMERCIO DE CALCADOS EIRELI;"pcp@riccal.com.br;vendas@riccal.com.br;comercial@riccal.com.br"
'11721880000101;ROGERIO LUIZ BATISTA EPP;"faturamento@lolacruz.com.br;sac@lolacruz.com.br;financeiro@lolacruz.com.br"
'79233672001098;ROVITEX IND E COM DE MALHAS LTDA;Devolucao.CRM@rovitex.com.br
'8741899001772;RR SHOES COM E FABR DE CALCADOS EIRELI;devolucao@viauno.com
'65354276000113;S.H CALCADOS LTDA EPP;pedidos@nadyaribeiro.com.br
'26529514000122;SAMADI CONFEC IMP E EXPORTACAO EIRELI;samadi.jeans@yahoo.com
'422351000190;SAWARY CONFECCOES LTDA;wagner@sawary.com
'5062353000130;SCOZY INDUSTRIA E COMERCIO LTDA;"ROSARITA@scozy.com.br;pcp@scozy.com.br"
'47254545000198;SELENE INDUSTRIA TEXTIL S A;coordenacao.distribuicao@selene.com.br
'8401252000215;SEPHORA INDUSTRIA DE CALCADOS EIRELI;devolucao@sephora.ind.br
'11457550003508;SIMARIDA COMERCIAL DE MODAS LTDA;patrick.dantas@mercatto.com.br
'8562929000469;SKECHERS DO BRASIL CALCADOS LTDA;"raphaelf@skechers.com; dariana.florentino@skechers.com"
'9028217000184;SLKS COMERCIO DE ARTIGOS DE MODA EI;"atacado@sergiok.com.br; alexandrenunes@sergiok.com.br"
'11780108000160;SPARK INDUSTRIA DE CALCADOS LTDA;comercial@sparkcalcados.com.br
'19703280000122;SPIKES INJETADOS IMP E EXPORTACAO LTDA;COMERCIAL01@spikes.com.br
'3384041000117;SPORT FIRE CALCADOS LTDA;nfe.sportfire@gmail.com
'10676990000136;ST 88 INDUSTRIA E COM DE CONFECCOES;loja36@rockesoda.com.br
'2933113000175;STRIKE CALCADOS LTDA;adm1.strikegrifes@gmail.com
'7731249000116;SUBURBAN INDUSTRIA E COM DE ROUPAS LTDA;priscila.mello@sideway.com.br
'2378660000136;SUED TEXTIL LTDA;suedtextil@suedtextil.com.br
'4358307000705;SUGAR SHOES INDUSTRIA DE CALCADOS LTDA.;andrea.araujo@sugarshoes.com.br
'4358307000110;SUGAR SHOES INDUSTRIA DE CALCADOS LTDA.;andrea.araujo@sugarshoes.com.br
'11909814000160;SUGAR SHOES INDUSTRIA DE CALCADOS LTDA.;andrea.araujo@sugarshoes.com.br
'4175844000396;SUNTECH SUPPLIES IND COM PROD OTICO;hbaptista@hb.com.br
'53356259000136;SURF CO LTDA;"qualidade@surfco.com.br;recebimento@surfco.com.br"
'53356259001027;SURF CO LTDA;"qualidade@surfco.com.br;recebimento@surfco.com.br"
'60579422000519;TDB TEXTIL S A;"raphaelly@tiptop.com.br;raphaelly@tiptop.com.br"
'83602896000106;TECELAGEM ATLANTICA LTDA;vendas6@toalhasatlantica.com.br
'35943604000580;TERRAS DE AVENTURA IND DE ART ESP S.A;"jessica.beco@osklen.com.br;evellyn.venezio@osklen.com.br;tanmara.moreira@osklen.com.br"
'9130858000145;TESS INDUSTRIA E COMERCIO LTDA;josilma.santos@tessindustria.com.br
'51741684000113;TEXTIL S C F LTDA;"kauemchohfi@gmail.com;marcelamchohfi@gmail.com;hadja.carmo@gmail.com"
'27752891000199;THE STYLE BOX IMP E EXPORTACAO SA;Camila.Pontes@tsbox.com.br
'7308705002830;TIFERET COMERCIO DE ROUPAS LTDA;"devolucoes.atacado@usereserva.com;evelyn.almeida@usereserva.com"
'311557006184;TIFERET COMERCIO DE ROUPAS LTDA;devolucoes.atacado@usereserva.com
'55620918000125;TOKEN CONFECCOES LTDA;camila.fernandes@mobonline.com.br
'15505664001151;TOMMY HILFIGER DO BRASIL S A;"carla.avelar@inbrands.com.br;randerson.barros@inbrands.com.br;alda.silva@inbrands.com.br"
'15505664000341;TOMMY HILFIGER DO BRASIL S A;"carla.avelar@inbrands.com.br;randerson.barros@inbrands.com.br;alda.silva@inbrands.com.br"
'87834883000113;TRAMONTINA FARROUPILHA SA IND METAL;"lindsey.correa@tramontina.com;udeletromoveis.sud@tramontina.com"
'11200418000401;TRAMONTINA FARROUPILHA SA IND METAL;"lindsey.correa@tramontina.com;udeletromoveis.sud@tramontina.com"
'90050238000114;TRAMONTINA SA CUTELARIA;"lindsey.correa@tramontina.com;udeletromoveis.sud@tramontina.com"
'61652608000195;TRAMONTINA SUDESTE S A;"lindsey.correa@tramontina.com;udeletromoveis.sud@tramontina.com"
'2169751000161;TRISURF IND E COM DE VESTUARIO LTDA;tricats@uol.com.br
'7411910000106;TRM TECIDOS E CONFECCOES LTDA;comercial@trmtecidos.com.br
'1245509000167;TULIO CASSAROTTI JUNIOR BOLSAS ME;"priscila.fabiano@montegobayimp.com.br;qualidade@montegobayimp.com.br"
'86900925000104;USAFLEX IND E COMERCIO S A;crm@usaflex.com.br
'15691739000164;USEPELLE IND ARTEFATOS COURO LTDA;usepelle@gmail.com
'2585378000120;VECTRON CALÇADOS LTDA;financeiro@tenisvectron.com.br
'8409412000191;VEST SURF IND COM IMP E EXP ROUPAS;pedidos@vestsurf.com.br
'4394868000174;VESTIS CONFECCOES EIRELI;"faturamento@becadecor.com.br;comercial@becadecor.com.br"
'733658000102;VULCABRAS AZALEIA-BA CALC E ART ESP;coletas@vulcabras.com
'954394000117;VULCABRAS AZALEIA-BA CALC E ART ESP;coletas@vulcabras.com
'8193994000111;VULCABRAS DISTRIB DE ART ESPORTIVOS;coletas@vulcabras.com
'8193994000383;VULCABRAS DISTRIB DE ART ESPORTIVOS;coletas@vulcabras.com
'7296319000317;WBR IND E COM DE VESTUARIO LTDA;alanrodrigues@ck.com
'7761274000142;WORLD SHOES IND DE CALCADOS LTDA ME;"vendas@ortopasso.com.br;atendimento@ortopasso.com.br"
'2462686000168;YIN'S BRASIL COMERCIO INTERNACIONAL LTDA;rma@yinsbrasil.com.br
'51155711000176;ZSM INDUSTRIA DE CONFECCOES LTDA;"loja36@zune.com.br;loja36@rockesoda.com.br"
'7160646000185;ANDRIETTI CONFECCOES EIRELI;compras@andrietti.com.br
'88379771000425;CALCADOS BEIRA RIO SA;ent_spc@beirario.com.br
'75293662000104;ALTENBURG TEXTIL LTDA;gianluca.uliano@altenburg.com.br
'10172255000357;CASIO BRASIL COM DE PROD ELET LTDA;"	lreis@casio.com.br;rtolentino@casio.com.br;nmonteiro@casio.com.br;tsantana@casio.com.br;logcb@casio.com.br"
'15425654000134;COTTON ON DO BRASIL COM E PARTICIP;bruno.nunes@cottonon.com.au
'61558037000205;C M R INDUSTRIA E COMERCIO LTDA;michelle@cmrcia.com.br
'8229030002553;DEVANLAY VENTURES DO BRASIL COM IMP EXP;jbocaiuva@lacoste.com
